Model	mdlname	Par
8762	'[y^3, y^2, x, x*y, x*y^3, x^3*y^2, 1]'	7
8763	'[x^2, y^2, x, x*y, x*y^3, x^3*y^2, 1]'	7
8764	'[x^3, y^3, y, x*y, x*y^3, x^3*y^2, 1]'	7
8765	'[x^3, x^2, y, x*y, x*y^3, x^3*y^2, 1]'	7
8766	'[y^3, x^2, y, x*y, x*y^3, x^3*y^2, 1]'	7
8767	'[x^3, y^2, y, x*y, x*y^3, x^3*y^2, 1]'	7
8768	'[y^3, y^2, y, x*y, x*y^3, x^3*y^2, 1]'	7
8769	'[x^2, y^2, y, x*y, x*y^3, x^3*y^2, 1]'	7
8770	'[x^3, x, y, x*y, x*y^3, x^3*y^2, 1]'	7
8771	'[y^3, x, y, x*y, x*y^3, x^3*y^2, 1]'	7
8772	'[x^2, x, y, x*y, x*y^3, x^3*y^2, 1]'	7
8773	'[y^2, x, y, x*y, x*y^3, x^3*y^2, 1]'	7
8774	'[x^3, y^3, x^2, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8775	'[x^3, y^3, y^2, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8776	'[x^3, x^2, y^2, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8777	'[y^3, x^2, y^2, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8778	'[x^3, y^3, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8779	'[x^3, x^2, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8780	'[y^3, x^2, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8781	'[x^3, y^2, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8782	'[y^3, y^2, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8783	'[x^2, y^2, x, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8784	'[x^3, y^3, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8785	'[x^3, x^2, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8786	'[y^3, x^2, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8787	'[x^3, y^2, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8788	'[y^3, y^2, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8789	'[x^2, y^2, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8790	'[x^3, x, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8791	'[y^3, x, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8792	'[x^2, x, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8793	'[y^2, x, y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8794	'[x^3, y^3, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8795	'[x^3, x^2, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8796	'[y^3, x^2, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8797	'[x^3, y^2, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8798	'[y^3, y^2, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8799	'[x^2, y^2, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8800	'[x^3, x, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8801	'[y^3, x, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8802	'[x^2, x, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8803	'[y^2, x, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8804	'[x^3, y, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8805	'[y^3, y, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8806	'[x^2, y, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8807	'[y^2, y, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8808	'[x, y, x*y, x^2*y^2, x*y^3, x^3*y^2, 1]'	7
8809	'[x^3, y^3, x^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8810	'[x^3, y^3, y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8811	'[x^3, x^2, y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8812	'[y^3, x^2, y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8813	'[x^3, y^3, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8814	'[x^3, x^2, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8815	'[y^3, x^2, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8816	'[x^3, y^2, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8817	'[y^3, y^2, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8818	'[x^2, y^2, x, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8819	'[x^3, y^3, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8820	'[x^3, x^2, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8821	'[y^3, x^2, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8822	'[x^3, y^2, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8823	'[y^3, y^2, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8824	'[x^2, y^2, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8825	'[x^3, x, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8826	'[y^3, x, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8827	'[x^2, x, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8828	'[y^2, x, y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8829	'[x^3, y^3, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8830	'[x^3, x^2, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8831	'[y^3, x^2, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8832	'[x^3, y^2, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8833	'[y^3, y^2, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8834	'[x^2, y^2, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8835	'[x^3, x, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8836	'[y^3, x, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8837	'[x^2, x, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8838	'[y^2, x, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8839	'[x^3, y, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8840	'[y^3, y, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8841	'[x^2, y, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8842	'[y^2, y, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8843	'[x, y, x*y, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8844	'[x^3, y^3, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8845	'[x^3, x^2, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8846	'[y^3, x^2, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8847	'[x^3, y^2, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8848	'[y^3, y^2, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8849	'[x^2, y^2, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8850	'[x^3, x, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8851	'[y^3, x, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8852	'[x^2, x, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8853	'[y^2, x, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8854	'[x^3, y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8855	'[y^3, y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8856	'[x^2, y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8857	'[y^2, y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8858	'[x, y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8859	'[x^3, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8860	'[y^3, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8861	'[x^2, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8862	'[y^2, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8863	'[x, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8864	'[y, x*y, x^2*y^2, x^3*y^3, x*y^3, x^3*y^2, 1]'	7
8865	'[x^3, y^3, x^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8866	'[x^3, y^3, y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8867	'[x^3, x^2, y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8868	'[y^3, x^2, y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8869	'[x^3, y^3, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8870	'[x^3, x^2, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8871	'[y^3, x^2, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8872	'[x^3, y^2, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8873	'[y^3, y^2, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8874	'[x^2, y^2, x, x^2*y, x*y^3, x^3*y^2, 1]'	7
8875	'[x^3, y^3, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8876	'[x^3, x^2, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8877	'[y^3, x^2, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8878	'[x^3, y^2, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8879	'[y^3, y^2, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8880	'[x^2, y^2, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8881	'[x^3, x, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8882	'[y^3, x, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8883	'[x^2, x, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8884	'[y^2, x, y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8885	'[x^3, y^3, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8886	'[x^3, x^2, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8887	'[y^3, x^2, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8888	'[x^3, y^2, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8889	'[y^3, y^2, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8890	'[x^2, y^2, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8891	'[x^3, x, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8892	'[y^3, x, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8893	'[x^2, x, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8894	'[y^2, x, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8895	'[x^3, y, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8896	'[y^3, y, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8897	'[x^2, y, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8898	'[y^2, y, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8899	'[x, y, x*y, x^2*y, x*y^3, x^3*y^2, 1]'	7
8900	'[x^3, y^3, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8901	'[x^3, x^2, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8902	'[y^3, x^2, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8903	'[x^3, y^2, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8904	'[y^3, y^2, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8905	'[x^2, y^2, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8906	'[x^3, x, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8907	'[y^3, x, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8908	'[x^2, x, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8909	'[y^2, x, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8910	'[x^3, y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8911	'[y^3, y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8912	'[x^2, y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8913	'[y^2, y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8914	'[x, y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8915	'[x^3, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8916	'[y^3, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8917	'[x^2, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8918	'[y^2, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8919	'[x, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8920	'[y, x*y, x^2*y^2, x^2*y, x*y^3, x^3*y^2, 1]'	7
8921	'[x^3, y^3, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8922	'[x^3, x^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8923	'[y^3, x^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8924	'[x^3, y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8925	'[y^3, y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8926	'[x^2, y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8927	'[x^3, x, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8928	'[y^3, x, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8929	'[x^2, x, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8930	'[y^2, x, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8931	'[x^3, y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8932	'[y^3, y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8933	'[x^2, y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8934	'[y^2, y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8935	'[x, y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8936	'[x^3, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8937	'[y^3, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8938	'[x^2, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8939	'[y^2, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8940	'[x, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8941	'[y, x*y, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8942	'[x^3, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8943	'[y^3, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8944	'[x^2, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8945	'[y^2, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8946	'[x, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8947	'[y, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8948	'[x*y, x^2*y^2, x^3*y^3, x^2*y, x*y^3, x^3*y^2, 1]'	7
8949	'[x^3, y^3, x^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8950	'[x^3, y^3, y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8951	'[x^3, x^2, y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8952	'[y^3, x^2, y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8953	'[x^3, y^3, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8954	'[x^3, x^2, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8955	'[y^3, x^2, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8956	'[x^3, y^2, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8957	'[y^3, y^2, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8958	'[x^2, y^2, x, x^3*y, x*y^3, x^3*y^2, 1]'	7
8959	'[x^3, y^3, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8960	'[x^3, x^2, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8961	'[y^3, x^2, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8962	'[x^3, y^2, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8963	'[y^3, y^2, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8964	'[x^2, y^2, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8965	'[x^3, x, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8966	'[y^3, x, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8967	'[x^2, x, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8968	'[y^2, x, y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8969	'[x^3, y^3, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8970	'[x^3, x^2, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8971	'[y^3, x^2, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8972	'[x^3, y^2, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8973	'[y^3, y^2, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8974	'[x^2, y^2, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8975	'[x^3, x, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8976	'[y^3, x, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8977	'[x^2, x, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8978	'[y^2, x, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8979	'[x^3, y, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8980	'[y^3, y, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8981	'[x^2, y, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8982	'[y^2, y, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8983	'[x, y, x*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
8984	'[x^3, y^3, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8985	'[x^3, x^2, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8986	'[y^3, x^2, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8987	'[x^3, y^2, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8988	'[y^3, y^2, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8989	'[x^2, y^2, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8990	'[x^3, x, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8991	'[y^3, x, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8992	'[x^2, x, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8993	'[y^2, x, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8994	'[x^3, y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8995	'[y^3, y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8996	'[x^2, y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8997	'[y^2, y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8998	'[x, y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
8999	'[x^3, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9000	'[y^3, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9001	'[x^2, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9002	'[y^2, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9003	'[x, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9004	'[y, x*y, x^2*y^2, x^3*y, x*y^3, x^3*y^2, 1]'	7
9005	'[x^3, y^3, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9006	'[x^3, x^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9007	'[y^3, x^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9008	'[x^3, y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9009	'[y^3, y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9010	'[x^2, y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9011	'[x^3, x, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9012	'[y^3, x, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9013	'[x^2, x, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9014	'[y^2, x, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9015	'[x^3, y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9016	'[y^3, y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9017	'[x^2, y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9018	'[y^2, y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9019	'[x, y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9020	'[x^3, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9021	'[y^3, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9022	'[x^2, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9023	'[y^2, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9024	'[x, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9025	'[y, x*y, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9026	'[x^3, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9027	'[y^3, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9028	'[x^2, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9029	'[y^2, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9030	'[x, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9031	'[y, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9032	'[x*y, x^2*y^2, x^3*y^3, x^3*y, x*y^3, x^3*y^2, 1]'	7
9033	'[x^3, y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9034	'[x^3, x^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9035	'[y^3, x^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9036	'[x^3, y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9037	'[y^3, y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9038	'[x^2, y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9039	'[x^3, x, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9040	'[y^3, x, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9041	'[x^2, x, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9042	'[y^2, x, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9043	'[x^3, y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9044	'[y^3, y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9045	'[x^2, y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9046	'[y^2, y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9047	'[x, y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9048	'[x^3, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9049	'[y^3, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9050	'[x^2, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9051	'[y^2, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9052	'[x, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9053	'[y, x*y, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9054	'[x^3, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9055	'[y^3, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9056	'[x^2, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9057	'[y^2, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9058	'[x, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9059	'[y, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9060	'[x*y, x^2*y^2, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9061	'[x^3, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9062	'[y^3, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9063	'[x^2, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9064	'[y^2, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9065	'[x, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9066	'[y, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9067	'[x*y, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9068	'[x^2*y^2, x^3*y^3, x^2*y, x^3*y, x*y^3, x^3*y^2, 1]'	7
9069	'[x^3, y^3, x^2, x*y^2, x*y^3, x^3*y^2, 1]'	7
