Model	mdlname	Par
546	'[x*y, x*y^2, x^3*y^2, 1]'	4
547	'[x^2*y^2, x*y^2, x^3*y^2, 1]'	4
548	'[x^3*y^3, x*y^2, x^3*y^2, 1]'	4
549	'[x^2*y, x*y^2, x^3*y^2, 1]'	4
550	'[x^3*y, x*y^2, x^3*y^2, 1]'	4
551	'[x^3, x*y^3, x^3*y^2, 1]'	4
552	'[y^3, x*y^3, x^3*y^2, 1]'	4
553	'[x^2, x*y^3, x^3*y^2, 1]'	4
554	'[y^2, x*y^3, x^3*y^2, 1]'	4
555	'[x, x*y^3, x^3*y^2, 1]'	4
556	'[y, x*y^3, x^3*y^2, 1]'	4
557	'[x*y, x*y^3, x^3*y^2, 1]'	4
558	'[x^2*y^2, x*y^3, x^3*y^2, 1]'	4
559	'[x^3*y^3, x*y^3, x^3*y^2, 1]'	4
560	'[x^2*y, x*y^3, x^3*y^2, 1]'	4
561	'[x^3*y, x*y^3, x^3*y^2, 1]'	4
562	'[x*y^2, x*y^3, x^3*y^2, 1]'	4
563	'[x^3, x^2*y^3, x^3*y^2, 1]'	4
564	'[y^3, x^2*y^3, x^3*y^2, 1]'	4
565	'[x^2, x^2*y^3, x^3*y^2, 1]'	4
566	'[y^2, x^2*y^3, x^3*y^2, 1]'	4
567	'[x, x^2*y^3, x^3*y^2, 1]'	4
568	'[y, x^2*y^3, x^3*y^2, 1]'	4
569	'[x*y, x^2*y^3, x^3*y^2, 1]'	4
570	'[x^2*y^2, x^2*y^3, x^3*y^2, 1]'	4
571	'[x^3*y^3, x^2*y^3, x^3*y^2, 1]'	4
572	'[x^2*y, x^2*y^3, x^3*y^2, 1]'	4
573	'[x^3*y, x^2*y^3, x^3*y^2, 1]'	4
574	'[x*y^2, x^2*y^3, x^3*y^2, 1]'	4
575	'[x*y^3, x^2*y^3, x^3*y^2, 1]'	4
576	'[x^3, y^3, x^2, y^2, 1]'	5
577	'[x^3, y^3, x^2, x, 1]'	5
578	'[x^3, y^3, y^2, x, 1]'	5
579	'[x^3, x^2, y^2, x, 1]'	5
580	'[y^3, x^2, y^2, x, 1]'	5
581	'[x^3, y^3, x^2, y, 1]'	5
582	'[x^3, y^3, y^2, y, 1]'	5
583	'[x^3, x^2, y^2, y, 1]'	5
584	'[y^3, x^2, y^2, y, 1]'	5
585	'[x^3, y^3, x, y, 1]'	5
586	'[x^3, x^2, x, y, 1]'	5
587	'[y^3, x^2, x, y, 1]'	5
588	'[x^3, y^2, x, y, 1]'	5
589	'[y^3, y^2, x, y, 1]'	5
590	'[x^2, y^2, x, y, 1]'	5
591	'[x^3, y^3, x^2, x*y, 1]'	5
592	'[x^3, y^3, y^2, x*y, 1]'	5
593	'[x^3, x^2, y^2, x*y, 1]'	5
594	'[y^3, x^2, y^2, x*y, 1]'	5
595	'[x^3, y^3, x, x*y, 1]'	5
596	'[x^3, x^2, x, x*y, 1]'	5
597	'[y^3, x^2, x, x*y, 1]'	5
598	'[x^3, y^2, x, x*y, 1]'	5
599	'[y^3, y^2, x, x*y, 1]'	5
600	'[x^2, y^2, x, x*y, 1]'	5
601	'[x^3, y^3, y, x*y, 1]'	5
602	'[x^3, x^2, y, x*y, 1]'	5
603	'[y^3, x^2, y, x*y, 1]'	5
604	'[x^3, y^2, y, x*y, 1]'	5
605	'[y^3, y^2, y, x*y, 1]'	5
606	'[x^2, y^2, y, x*y, 1]'	5
607	'[x^3, x, y, x*y, 1]'	5
608	'[y^3, x, y, x*y, 1]'	5
609	'[x^2, x, y, x*y, 1]'	5
610	'[y^2, x, y, x*y, 1]'	5
611	'[x^3, y^3, x^2, x^2*y^2, 1]'	5
612	'[x^3, y^3, y^2, x^2*y^2, 1]'	5
613	'[x^3, x^2, y^2, x^2*y^2, 1]'	5
614	'[y^3, x^2, y^2, x^2*y^2, 1]'	5
615	'[x^3, y^3, x, x^2*y^2, 1]'	5
616	'[x^3, x^2, x, x^2*y^2, 1]'	5
617	'[y^3, x^2, x, x^2*y^2, 1]'	5
618	'[x^3, y^2, x, x^2*y^2, 1]'	5
619	'[y^3, y^2, x, x^2*y^2, 1]'	5
620	'[x^2, y^2, x, x^2*y^2, 1]'	5
621	'[x^3, y^3, y, x^2*y^2, 1]'	5
622	'[x^3, x^2, y, x^2*y^2, 1]'	5
623	'[y^3, x^2, y, x^2*y^2, 1]'	5
624	'[x^3, y^2, y, x^2*y^2, 1]'	5
625	'[y^3, y^2, y, x^2*y^2, 1]'	5
626	'[x^2, y^2, y, x^2*y^2, 1]'	5
627	'[x^3, x, y, x^2*y^2, 1]'	5
628	'[y^3, x, y, x^2*y^2, 1]'	5
629	'[x^2, x, y, x^2*y^2, 1]'	5
630	'[y^2, x, y, x^2*y^2, 1]'	5
631	'[x^3, y^3, x*y, x^2*y^2, 1]'	5
632	'[x^3, x^2, x*y, x^2*y^2, 1]'	5
633	'[y^3, x^2, x*y, x^2*y^2, 1]'	5
634	'[x^3, y^2, x*y, x^2*y^2, 1]'	5
635	'[y^3, y^2, x*y, x^2*y^2, 1]'	5
636	'[x^2, y^2, x*y, x^2*y^2, 1]'	5
637	'[x^3, x, x*y, x^2*y^2, 1]'	5
638	'[y^3, x, x*y, x^2*y^2, 1]'	5
639	'[x^2, x, x*y, x^2*y^2, 1]'	5
640	'[y^2, x, x*y, x^2*y^2, 1]'	5
641	'[x^3, y, x*y, x^2*y^2, 1]'	5
642	'[y^3, y, x*y, x^2*y^2, 1]'	5
643	'[x^2, y, x*y, x^2*y^2, 1]'	5
644	'[y^2, y, x*y, x^2*y^2, 1]'	5
645	'[x, y, x*y, x^2*y^2, 1]'	5
646	'[x^3, y^3, x^2, x^3*y^3, 1]'	5
647	'[x^3, y^3, y^2, x^3*y^3, 1]'	5
648	'[x^3, x^2, y^2, x^3*y^3, 1]'	5
649	'[y^3, x^2, y^2, x^3*y^3, 1]'	5
650	'[x^3, y^3, x, x^3*y^3, 1]'	5
651	'[x^3, x^2, x, x^3*y^3, 1]'	5
652	'[y^3, x^2, x, x^3*y^3, 1]'	5
653	'[x^3, y^2, x, x^3*y^3, 1]'	5
654	'[y^3, y^2, x, x^3*y^3, 1]'	5
655	'[x^2, y^2, x, x^3*y^3, 1]'	5
656	'[x^3, y^3, y, x^3*y^3, 1]'	5
657	'[x^3, x^2, y, x^3*y^3, 1]'	5
658	'[y^3, x^2, y, x^3*y^3, 1]'	5
659	'[x^3, y^2, y, x^3*y^3, 1]'	5
660	'[y^3, y^2, y, x^3*y^3, 1]'	5
661	'[x^2, y^2, y, x^3*y^3, 1]'	5
662	'[x^3, x, y, x^3*y^3, 1]'	5
663	'[y^3, x, y, x^3*y^3, 1]'	5
664	'[x^2, x, y, x^3*y^3, 1]'	5
665	'[y^2, x, y, x^3*y^3, 1]'	5
666	'[x^3, y^3, x*y, x^3*y^3, 1]'	5
667	'[x^3, x^2, x*y, x^3*y^3, 1]'	5
668	'[y^3, x^2, x*y, x^3*y^3, 1]'	5
669	'[x^3, y^2, x*y, x^3*y^3, 1]'	5
670	'[y^3, y^2, x*y, x^3*y^3, 1]'	5
671	'[x^2, y^2, x*y, x^3*y^3, 1]'	5
672	'[x^3, x, x*y, x^3*y^3, 1]'	5
673	'[y^3, x, x*y, x^3*y^3, 1]'	5
674	'[x^2, x, x*y, x^3*y^3, 1]'	5
675	'[y^2, x, x*y, x^3*y^3, 1]'	5
676	'[x^3, y, x*y, x^3*y^3, 1]'	5
677	'[y^3, y, x*y, x^3*y^3, 1]'	5
678	'[x^2, y, x*y, x^3*y^3, 1]'	5
679	'[y^2, y, x*y, x^3*y^3, 1]'	5
680	'[x, y, x*y, x^3*y^3, 1]'	5
681	'[x^3, y^3, x^2*y^2, x^3*y^3, 1]'	5
682	'[x^3, x^2, x^2*y^2, x^3*y^3, 1]'	5
683	'[y^3, x^2, x^2*y^2, x^3*y^3, 1]'	5
684	'[x^3, y^2, x^2*y^2, x^3*y^3, 1]'	5
685	'[y^3, y^2, x^2*y^2, x^3*y^3, 1]'	5
686	'[x^2, y^2, x^2*y^2, x^3*y^3, 1]'	5
687	'[x^3, x, x^2*y^2, x^3*y^3, 1]'	5
688	'[y^3, x, x^2*y^2, x^3*y^3, 1]'	5
689	'[x^2, x, x^2*y^2, x^3*y^3, 1]'	5
690	'[y^2, x, x^2*y^2, x^3*y^3, 1]'	5
691	'[x^3, y, x^2*y^2, x^3*y^3, 1]'	5
692	'[y^3, y, x^2*y^2, x^3*y^3, 1]'	5
693	'[x^2, y, x^2*y^2, x^3*y^3, 1]'	5
694	'[y^2, y, x^2*y^2, x^3*y^3, 1]'	5
695	'[x, y, x^2*y^2, x^3*y^3, 1]'	5
696	'[x^3, x*y, x^2*y^2, x^3*y^3, 1]'	5
697	'[y^3, x*y, x^2*y^2, x^3*y^3, 1]'	5
698	'[x^2, x*y, x^2*y^2, x^3*y^3, 1]'	5
699	'[y^2, x*y, x^2*y^2, x^3*y^3, 1]'	5
700	'[x, x*y, x^2*y^2, x^3*y^3, 1]'	5
701	'[y, x*y, x^2*y^2, x^3*y^3, 1]'	5
702	'[x^3, y^3, x^2, x^2*y, 1]'	5
703	'[x^3, y^3, y^2, x^2*y, 1]'	5
704	'[x^3, x^2, y^2, x^2*y, 1]'	5
705	'[y^3, x^2, y^2, x^2*y, 1]'	5
706	'[x^3, y^3, x, x^2*y, 1]'	5
707	'[x^3, x^2, x, x^2*y, 1]'	5
708	'[y^3, x^2, x, x^2*y, 1]'	5
709	'[x^3, y^2, x, x^2*y, 1]'	5
710	'[y^3, y^2, x, x^2*y, 1]'	5
711	'[x^2, y^2, x, x^2*y, 1]'	5
712	'[x^3, y^3, y, x^2*y, 1]'	5
713	'[x^3, x^2, y, x^2*y, 1]'	5
714	'[y^3, x^2, y, x^2*y, 1]'	5
715	'[x^3, y^2, y, x^2*y, 1]'	5
716	'[y^3, y^2, y, x^2*y, 1]'	5
717	'[x^2, y^2, y, x^2*y, 1]'	5
718	'[x^3, x, y, x^2*y, 1]'	5
719	'[y^3, x, y, x^2*y, 1]'	5
720	'[x^2, x, y, x^2*y, 1]'	5
721	'[y^2, x, y, x^2*y, 1]'	5
722	'[x^3, y^3, x*y, x^2*y, 1]'	5
723	'[x^3, x^2, x*y, x^2*y, 1]'	5
724	'[y^3, x^2, x*y, x^2*y, 1]'	5
725	'[x^3, y^2, x*y, x^2*y, 1]'	5
726	'[y^3, y^2, x*y, x^2*y, 1]'	5
727	'[x^2, y^2, x*y, x^2*y, 1]'	5
728	'[x^3, x, x*y, x^2*y, 1]'	5
729	'[y^3, x, x*y, x^2*y, 1]'	5
730	'[x^2, x, x*y, x^2*y, 1]'	5
731	'[y^2, x, x*y, x^2*y, 1]'	5
732	'[x^3, y, x*y, x^2*y, 1]'	5
733	'[y^3, y, x*y, x^2*y, 1]'	5
734	'[x^2, y, x*y, x^2*y, 1]'	5
735	'[y^2, y, x*y, x^2*y, 1]'	5
736	'[x, y, x*y, x^2*y, 1]'	5
737	'[x^3, y^3, x^2*y^2, x^2*y, 1]'	5
738	'[x^3, x^2, x^2*y^2, x^2*y, 1]'	5
739	'[y^3, x^2, x^2*y^2, x^2*y, 1]'	5
740	'[x^3, y^2, x^2*y^2, x^2*y, 1]'	5
741	'[y^3, y^2, x^2*y^2, x^2*y, 1]'	5
742	'[x^2, y^2, x^2*y^2, x^2*y, 1]'	5
743	'[x^3, x, x^2*y^2, x^2*y, 1]'	5
744	'[y^3, x, x^2*y^2, x^2*y, 1]'	5
745	'[x^2, x, x^2*y^2, x^2*y, 1]'	5
746	'[y^2, x, x^2*y^2, x^2*y, 1]'	5
747	'[x^3, y, x^2*y^2, x^2*y, 1]'	5
748	'[y^3, y, x^2*y^2, x^2*y, 1]'	5
749	'[x^2, y, x^2*y^2, x^2*y, 1]'	5
750	'[y^2, y, x^2*y^2, x^2*y, 1]'	5
751	'[x, y, x^2*y^2, x^2*y, 1]'	5
752	'[x^3, x*y, x^2*y^2, x^2*y, 1]'	5
753	'[y^3, x*y, x^2*y^2, x^2*y, 1]'	5
754	'[x^2, x*y, x^2*y^2, x^2*y, 1]'	5
755	'[y^2, x*y, x^2*y^2, x^2*y, 1]'	5
756	'[x, x*y, x^2*y^2, x^2*y, 1]'	5
757	'[y, x*y, x^2*y^2, x^2*y, 1]'	5
758	'[x^3, y^3, x^3*y^3, x^2*y, 1]'	5
759	'[x^3, x^2, x^3*y^3, x^2*y, 1]'	5
760	'[y^3, x^2, x^3*y^3, x^2*y, 1]'	5
761	'[x^3, y^2, x^3*y^3, x^2*y, 1]'	5
762	'[y^3, y^2, x^3*y^3, x^2*y, 1]'	5
763	'[x^2, y^2, x^3*y^3, x^2*y, 1]'	5
764	'[x^3, x, x^3*y^3, x^2*y, 1]'	5
765	'[y^3, x, x^3*y^3, x^2*y, 1]'	5
766	'[x^2, x, x^3*y^3, x^2*y, 1]'	5
767	'[y^2, x, x^3*y^3, x^2*y, 1]'	5
768	'[x^3, y, x^3*y^3, x^2*y, 1]'	5
769	'[y^3, y, x^3*y^3, x^2*y, 1]'	5
770	'[x^2, y, x^3*y^3, x^2*y, 1]'	5
771	'[y^2, y, x^3*y^3, x^2*y, 1]'	5
772	'[x, y, x^3*y^3, x^2*y, 1]'	5
773	'[x^3, x*y, x^3*y^3, x^2*y, 1]'	5
774	'[y^3, x*y, x^3*y^3, x^2*y, 1]'	5
775	'[x^2, x*y, x^3*y^3, x^2*y, 1]'	5
776	'[y^2, x*y, x^3*y^3, x^2*y, 1]'	5
777	'[x, x*y, x^3*y^3, x^2*y, 1]'	5
778	'[y, x*y, x^3*y^3, x^2*y, 1]'	5
779	'[x^3, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
780	'[y^3, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
781	'[x^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
782	'[y^2, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
783	'[x, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
784	'[y, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
785	'[x*y, x^2*y^2, x^3*y^3, x^2*y, 1]'	5
786	'[x^3, y^3, x^2, x^3*y, 1]'	5
787	'[x^3, y^3, y^2, x^3*y, 1]'	5
788	'[x^3, x^2, y^2, x^3*y, 1]'	5
789	'[y^3, x^2, y^2, x^3*y, 1]'	5
790	'[x^3, y^3, x, x^3*y, 1]'	5
791	'[x^3, x^2, x, x^3*y, 1]'	5
792	'[y^3, x^2, x, x^3*y, 1]'	5
793	'[x^3, y^2, x, x^3*y, 1]'	5
794	'[y^3, y^2, x, x^3*y, 1]'	5
795	'[x^2, y^2, x, x^3*y, 1]'	5
796	'[x^3, y^3, y, x^3*y, 1]'	5
797	'[x^3, x^2, y, x^3*y, 1]'	5
798	'[y^3, x^2, y, x^3*y, 1]'	5
799	'[x^3, y^2, y, x^3*y, 1]'	5
800	'[y^3, y^2, y, x^3*y, 1]'	5
801	'[x^2, y^2, y, x^3*y, 1]'	5
802	'[x^3, x, y, x^3*y, 1]'	5
803	'[y^3, x, y, x^3*y, 1]'	5
804	'[x^2, x, y, x^3*y, 1]'	5
805	'[y^2, x, y, x^3*y, 1]'	5
806	'[x^3, y^3, x*y, x^3*y, 1]'	5
807	'[x^3, x^2, x*y, x^3*y, 1]'	5
808	'[y^3, x^2, x*y, x^3*y, 1]'	5
809	'[x^3, y^2, x*y, x^3*y, 1]'	5
810	'[y^3, y^2, x*y, x^3*y, 1]'	5
811	'[x^2, y^2, x*y, x^3*y, 1]'	5
812	'[x^3, x, x*y, x^3*y, 1]'	5
813	'[y^3, x, x*y, x^3*y, 1]'	5
814	'[x^2, x, x*y, x^3*y, 1]'	5
815	'[y^2, x, x*y, x^3*y, 1]'	5
816	'[x^3, y, x*y, x^3*y, 1]'	5
817	'[y^3, y, x*y, x^3*y, 1]'	5
818	'[x^2, y, x*y, x^3*y, 1]'	5
819	'[y^2, y, x*y, x^3*y, 1]'	5
820	'[x, y, x*y, x^3*y, 1]'	5
821	'[x^3, y^3, x^2*y^2, x^3*y, 1]'	5
822	'[x^3, x^2, x^2*y^2, x^3*y, 1]'	5
823	'[y^3, x^2, x^2*y^2, x^3*y, 1]'	5
824	'[x^3, y^2, x^2*y^2, x^3*y, 1]'	5
825	'[y^3, y^2, x^2*y^2, x^3*y, 1]'	5
826	'[x^2, y^2, x^2*y^2, x^3*y, 1]'	5
827	'[x^3, x, x^2*y^2, x^3*y, 1]'	5
828	'[y^3, x, x^2*y^2, x^3*y, 1]'	5
829	'[x^2, x, x^2*y^2, x^3*y, 1]'	5
830	'[y^2, x, x^2*y^2, x^3*y, 1]'	5
831	'[x^3, y, x^2*y^2, x^3*y, 1]'	5
832	'[y^3, y, x^2*y^2, x^3*y, 1]'	5
833	'[x^2, y, x^2*y^2, x^3*y, 1]'	5
834	'[y^2, y, x^2*y^2, x^3*y, 1]'	5
835	'[x, y, x^2*y^2, x^3*y, 1]'	5
836	'[x^3, x*y, x^2*y^2, x^3*y, 1]'	5
837	'[y^3, x*y, x^2*y^2, x^3*y, 1]'	5
838	'[x^2, x*y, x^2*y^2, x^3*y, 1]'	5
839	'[y^2, x*y, x^2*y^2, x^3*y, 1]'	5
840	'[x, x*y, x^2*y^2, x^3*y, 1]'	5
841	'[y, x*y, x^2*y^2, x^3*y, 1]'	5
842	'[x^3, y^3, x^3*y^3, x^3*y, 1]'	5
843	'[x^3, x^2, x^3*y^3, x^3*y, 1]'	5
844	'[y^3, x^2, x^3*y^3, x^3*y, 1]'	5
845	'[x^3, y^2, x^3*y^3, x^3*y, 1]'	5
846	'[y^3, y^2, x^3*y^3, x^3*y, 1]'	5
847	'[x^2, y^2, x^3*y^3, x^3*y, 1]'	5
848	'[x^3, x, x^3*y^3, x^3*y, 1]'	5
849	'[y^3, x, x^3*y^3, x^3*y, 1]'	5
850	'[x^2, x, x^3*y^3, x^3*y, 1]'	5
851	'[y^2, x, x^3*y^3, x^3*y, 1]'	5
852	'[x^3, y, x^3*y^3, x^3*y, 1]'	5
853	'[y^3, y, x^3*y^3, x^3*y, 1]'	5
854	'[x^2, y, x^3*y^3, x^3*y, 1]'	5
855	'[y^2, y, x^3*y^3, x^3*y, 1]'	5
856	'[x, y, x^3*y^3, x^3*y, 1]'	5
857	'[x^3, x*y, x^3*y^3, x^3*y, 1]'	5
858	'[y^3, x*y, x^3*y^3, x^3*y, 1]'	5
859	'[x^2, x*y, x^3*y^3, x^3*y, 1]'	5
860	'[y^2, x*y, x^3*y^3, x^3*y, 1]'	5
861	'[x, x*y, x^3*y^3, x^3*y, 1]'	5
862	'[y, x*y, x^3*y^3, x^3*y, 1]'	5
863	'[x^3, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
864	'[y^3, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
865	'[x^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
866	'[y^2, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
867	'[x, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
868	'[y, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
869	'[x*y, x^2*y^2, x^3*y^3, x^3*y, 1]'	5
870	'[x^3, y^3, x^2*y, x^3*y, 1]'	5
871	'[x^3, x^2, x^2*y, x^3*y, 1]'	5
872	'[y^3, x^2, x^2*y, x^3*y, 1]'	5
873	'[x^3, y^2, x^2*y, x^3*y, 1]'	5
874	'[y^3, y^2, x^2*y, x^3*y, 1]'	5
875	'[x^2, y^2, x^2*y, x^3*y, 1]'	5
876	'[x^3, x, x^2*y, x^3*y, 1]'	5
877	'[y^3, x, x^2*y, x^3*y, 1]'	5
878	'[x^2, x, x^2*y, x^3*y, 1]'	5
879	'[y^2, x, x^2*y, x^3*y, 1]'	5
880	'[x^3, y, x^2*y, x^3*y, 1]'	5
881	'[y^3, y, x^2*y, x^3*y, 1]'	5
882	'[x^2, y, x^2*y, x^3*y, 1]'	5
883	'[y^2, y, x^2*y, x^3*y, 1]'	5
884	'[x, y, x^2*y, x^3*y, 1]'	5
885	'[x^3, x*y, x^2*y, x^3*y, 1]'	5
886	'[y^3, x*y, x^2*y, x^3*y, 1]'	5
887	'[x^2, x*y, x^2*y, x^3*y, 1]'	5
888	'[y^2, x*y, x^2*y, x^3*y, 1]'	5
889	'[x, x*y, x^2*y, x^3*y, 1]'	5
890	'[y, x*y, x^2*y, x^3*y, 1]'	5
891	'[x^3, x^2*y^2, x^2*y, x^3*y, 1]'	5
892	'[y^3, x^2*y^2, x^2*y, x^3*y, 1]'	5
893	'[x^2, x^2*y^2, x^2*y, x^3*y, 1]'	5
894	'[y^2, x^2*y^2, x^2*y, x^3*y, 1]'	5
895	'[x, x^2*y^2, x^2*y, x^3*y, 1]'	5
896	'[y, x^2*y^2, x^2*y, x^3*y, 1]'	5
897	'[x*y, x^2*y^2, x^2*y, x^3*y, 1]'	5
898	'[x^3, x^3*y^3, x^2*y, x^3*y, 1]'	5
899	'[y^3, x^3*y^3, x^2*y, x^3*y, 1]'	5
900	'[x^2, x^3*y^3, x^2*y, x^3*y, 1]'	5
901	'[y^2, x^3*y^3, x^2*y, x^3*y, 1]'	5
902	'[x, x^3*y^3, x^2*y, x^3*y, 1]'	5
903	'[y, x^3*y^3, x^2*y, x^3*y, 1]'	5
904	'[x*y, x^3*y^3, x^2*y, x^3*y, 1]'	5
905	'[x^2*y^2, x^3*y^3, x^2*y, x^3*y, 1]'	5
906	'[x^3, y^3, x^2, x*y^2, 1]'	5
907	'[x^3, y^3, y^2, x*y^2, 1]'	5
908	'[x^3, x^2, y^2, x*y^2, 1]'	5
909	'[y^3, x^2, y^2, x*y^2, 1]'	5
910	'[x^3, y^3, x, x*y^2, 1]'	5
911	'[x^3, x^2, x, x*y^2, 1]'	5
912	'[y^3, x^2, x, x*y^2, 1]'	5
913	'[x^3, y^2, x, x*y^2, 1]'	5
914	'[y^3, y^2, x, x*y^2, 1]'	5
915	'[x^2, y^2, x, x*y^2, 1]'	5
916	'[x^3, y^3, y, x*y^2, 1]'	5
917	'[x^3, x^2, y, x*y^2, 1]'	5
918	'[y^3, x^2, y, x*y^2, 1]'	5
919	'[x^3, y^2, y, x*y^2, 1]'	5
920	'[y^3, y^2, y, x*y^2, 1]'	5
921	'[x^2, y^2, y, x*y^2, 1]'	5
922	'[x^3, x, y, x*y^2, 1]'	5
923	'[y^3, x, y, x*y^2, 1]'	5
924	'[x^2, x, y, x*y^2, 1]'	5
925	'[y^2, x, y, x*y^2, 1]'	5
926	'[x^3, y^3, x*y, x*y^2, 1]'	5
927	'[x^3, x^2, x*y, x*y^2, 1]'	5
928	'[y^3, x^2, x*y, x*y^2, 1]'	5
929	'[x^3, y^2, x*y, x*y^2, 1]'	5
930	'[y^3, y^2, x*y, x*y^2, 1]'	5
931	'[x^2, y^2, x*y, x*y^2, 1]'	5
932	'[x^3, x, x*y, x*y^2, 1]'	5
933	'[y^3, x, x*y, x*y^2, 1]'	5
934	'[x^2, x, x*y, x*y^2, 1]'	5
935	'[y^2, x, x*y, x*y^2, 1]'	5
936	'[x^3, y, x*y, x*y^2, 1]'	5
937	'[y^3, y, x*y, x*y^2, 1]'	5
938	'[x^2, y, x*y, x*y^2, 1]'	5
939	'[y^2, y, x*y, x*y^2, 1]'	5
940	'[x, y, x*y, x*y^2, 1]'	5
941	'[x^3, y^3, x^2*y^2, x*y^2, 1]'	5
942	'[x^3, x^2, x^2*y^2, x*y^2, 1]'	5
943	'[y^3, x^2, x^2*y^2, x*y^2, 1]'	5
944	'[x^3, y^2, x^2*y^2, x*y^2, 1]'	5
945	'[y^3, y^2, x^2*y^2, x*y^2, 1]'	5
946	'[x^2, y^2, x^2*y^2, x*y^2, 1]'	5
947	'[x^3, x, x^2*y^2, x*y^2, 1]'	5
948	'[y^3, x, x^2*y^2, x*y^2, 1]'	5
949	'[x^2, x, x^2*y^2, x*y^2, 1]'	5
950	'[y^2, x, x^2*y^2, x*y^2, 1]'	5
951	'[x^3, y, x^2*y^2, x*y^2, 1]'	5
952	'[y^3, y, x^2*y^2, x*y^2, 1]'	5
953	'[x^2, y, x^2*y^2, x*y^2, 1]'	5
954	'[y^2, y, x^2*y^2, x*y^2, 1]'	5
955	'[x, y, x^2*y^2, x*y^2, 1]'	5
956	'[x^3, x*y, x^2*y^2, x*y^2, 1]'	5
957	'[y^3, x*y, x^2*y^2, x*y^2, 1]'	5
958	'[x^2, x*y, x^2*y^2, x*y^2, 1]'	5
959	'[y^2, x*y, x^2*y^2, x*y^2, 1]'	5
960	'[x, x*y, x^2*y^2, x*y^2, 1]'	5
961	'[y, x*y, x^2*y^2, x*y^2, 1]'	5
962	'[x^3, y^3, x^3*y^3, x*y^2, 1]'	5
963	'[x^3, x^2, x^3*y^3, x*y^2, 1]'	5
964	'[y^3, x^2, x^3*y^3, x*y^2, 1]'	5
965	'[x^3, y^2, x^3*y^3, x*y^2, 1]'	5
966	'[y^3, y^2, x^3*y^3, x*y^2, 1]'	5
967	'[x^2, y^2, x^3*y^3, x*y^2, 1]'	5
968	'[x^3, x, x^3*y^3, x*y^2, 1]'	5
969	'[y^3, x, x^3*y^3, x*y^2, 1]'	5
970	'[x^2, x, x^3*y^3, x*y^2, 1]'	5
971	'[y^2, x, x^3*y^3, x*y^2, 1]'	5
972	'[x^3, y, x^3*y^3, x*y^2, 1]'	5
973	'[y^3, y, x^3*y^3, x*y^2, 1]'	5
974	'[x^2, y, x^3*y^3, x*y^2, 1]'	5
975	'[y^2, y, x^3*y^3, x*y^2, 1]'	5
976	'[x, y, x^3*y^3, x*y^2, 1]'	5
977	'[x^3, x*y, x^3*y^3, x*y^2, 1]'	5
978	'[y^3, x*y, x^3*y^3, x*y^2, 1]'	5
979	'[x^2, x*y, x^3*y^3, x*y^2, 1]'	5
980	'[y^2, x*y, x^3*y^3, x*y^2, 1]'	5
981	'[x, x*y, x^3*y^3, x*y^2, 1]'	5
982	'[y, x*y, x^3*y^3, x*y^2, 1]'	5
983	'[x^3, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
984	'[y^3, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
985	'[x^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
986	'[y^2, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
987	'[x, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
988	'[y, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
989	'[x*y, x^2*y^2, x^3*y^3, x*y^2, 1]'	5
990	'[x^3, y^3, x^2*y, x*y^2, 1]'	5
991	'[x^3, x^2, x^2*y, x*y^2, 1]'	5
992	'[y^3, x^2, x^2*y, x*y^2, 1]'	5
993	'[x^3, y^2, x^2*y, x*y^2, 1]'	5
994	'[y^3, y^2, x^2*y, x*y^2, 1]'	5
995	'[x^2, y^2, x^2*y, x*y^2, 1]'	5
996	'[x^3, x, x^2*y, x*y^2, 1]'	5
997	'[y^3, x, x^2*y, x*y^2, 1]'	5
998	'[x^2, x, x^2*y, x*y^2, 1]'	5
999	'[y^2, x, x^2*y, x*y^2, 1]'	5
1000	'[x^3, y, x^2*y, x*y^2, 1]'	5
1001	'[y^3, y, x^2*y, x*y^2, 1]'	5
1002	'[x^2, y, x^2*y, x*y^2, 1]'	5
1003	'[y^2, y, x^2*y, x*y^2, 1]'	5
1004	'[x, y, x^2*y, x*y^2, 1]'	5
1005	'[x^3, x*y, x^2*y, x*y^2, 1]'	5
1006	'[y^3, x*y, x^2*y, x*y^2, 1]'	5
1007	'[x^2, x*y, x^2*y, x*y^2, 1]'	5
1008	'[y^2, x*y, x^2*y, x*y^2, 1]'	5
1009	'[x, x*y, x^2*y, x*y^2, 1]'	5
1010	'[y, x*y, x^2*y, x*y^2, 1]'	5
